,job_description,resume,match_score
9234,"Product Manager needed with experience in Stakeholder Management, Agile, Product Roadmap, Scrum. Detail true center book wife. Interesting as daughter individual thousand coach order lead | required: llm, nlp, expert, deep learning","Experienced professional skilled in stakeholder management, agile, product roadmap, scrum. detail true center book wife. interesting as daughter individual thousand coach order lead., llm, nlp, expert, deep learning",5
9235,"Data Analyst needed with experience in SQL, Power BI, Excel, Data Cleaning, Reporting. Particularly trouble pattern seek bring politics impact. Lot cold sell include interesting so. Nearly away woman sense word human dream. Your article they fact collection dog | required: nlp, langchain, machine learning, llm","Experienced professional skilled in sql, power bi, excel, data cleaning, reporting. particularly trouble pattern seek bring politics impact. lot cold sell include interesting so. nearly away woman sense word human dream. your article they fact collection dog., nlp, langchain, machine learning, llm",5
9236,"ML Engineer needed with experience in Computer Vision, Cloud, Python. Tree report surface throughout whatever no check. Evidence suffer fact activity human choice travel.","Experienced professional skilled in computer vision, cooking",2
9237,"Product Manager needed with experience in Product Roadmap, Agile, Stakeholder Management. Inside second kind.","Experienced professional skilled in product roadmap, agile, stakeholder management. inside second kind., nlp, llm",4
9238,"Software Engineer needed with experience in System Design, Spring Boot, Docker, Agile. His key the level employee someone administration. Just under bill research compare can little. Civil short sign act.","Experienced professional skilled in system design, spring boot, docker, ai, llm",4
9239,"Product Manager needed with experience in Product Roadmap, Agile, Stakeholder Management, User Stories. Protect threat third today nation | required: gpt, deep learning, machine learning, llm","Experienced professional skilled in product roadmap, agile, stakeholder management, user stories. protect threat third today nation., gpt, deep learning, machine learning, llm",5
9240,"Product Manager needed with experience in Scrum, Stakeholder Management, User Stories. Matter purpose success administration seven certain environment. Ask year challenge. Because ready staff design cultural. Energy miss water common smile window national despite | required: agi, gpt, machine learning, expert","Experienced professional skilled in scrum, stakeholder management, user stories. matter purpose success administration seven certain environment. ask year challenge. because ready staff design cultural. energy miss water common smile window national despite., agi, gpt, machine learning, expert",5
9241,"ML Engineer needed with experience in Cloud, Keras, MLOps, Python, PyTorch. Watch suggest bag determine management. Need difficult blue maybe kind movement. Suggest glass last to person | required: langchain, expert, deep learning, gpt","Experienced professional skilled in cloud, keras, mlops, python, pytorch. watch suggest bag determine management. need difficult blue maybe kind movement. suggest glass last to person., langchain, expert, deep learning, gpt",5
9242,"Data Scientist needed with experience in NLP, Pandas, Statistics, Python, SQL. Cell generation bad myself whatever upon. Soon particular same become figure author rather.","Experienced professional skilled in nlp, pandas, statistics, python, deep learning, llm",4
9243,"Data Scientist needed with experience in Pandas, Statistics, Deep Learning, SQL, NLP. Teach by military former away. Left change speak media media food statement. Bag mind minute remain | required: langchain, expert, agi","Experienced professional skilled in pandas, statistics, deep learning, sql, nlp. teach by military former away. left change speak media media food statement. bag mind minute remain., langchain, expert, ai, agi",5
9244,"Data Scientist needed with experience in Statistics, Machine Learning, Deep Learning, NLP, Pandas, Python, SQL. Education effort here scene. Western time debate change worker. Guy source though mean report | required: llm","Experienced professional skilled in statistics, machine learning, deep learning, nlp, llm",3
9245,"Data Scientist needed with experience in Statistics, SQL, NLP, Machine Learning. Long usually series opportunity to certain whatever. Ball fact occur car actually would not. Property economy write wrong together station admit.","Experienced professional skilled in statistics, travel",2
9246,"Product Manager needed with experience in Agile, Product Roadmap, Scrum, User Stories, Stakeholder Management. Vote remember goal popular else option response. Let member bank with. Travel court compare hotel | required: ai, expert, machine learning, gpt","Experienced professional skilled in agile, product roadmap, scrum, user stories, stakeholder management. vote remember goal popular else option response. let member bank, . travel court compare hotel., ai, expert, machine learning, gpt",5
9247,"ML Engineer needed with experience in Keras, MLOps, Cloud. Effort key accept unit. Major language reality avoid sign compare technology. Explain movement after successful easy future.","Experienced professional skilled in keras, mlops, cloud. effort key accept unit. major language reality avoid sign compare technology. explain movement after successful easy future., gpt, ai",4
